ID,Response Round,Questionnaire Version,Group,Myocardial InfarctionA,Myocardial InfarctionB,Chronic Fatigue SyndromeA,Chronic Fatigue SyndromeB,BaldnessA,BaldnessB,Lack of Sexual DesireA,Lack of Sexual DesireB,AlcoholismA,AlcoholismB,Premenstrual SyndromeA,Premenstrual SyndromeB,Panic DisorderA,Panic DisorderB,AnorexiaA,AnorexiaB,GriefA,GriefB,DeafnessA,DeafnessB,Erectile DysfunctionA,Erectile DysfunctionB,Motivational Deficiency DisorderA,Motivational Deficiency DisorderB,OsteoporosisA,OsteoporosisB,Gambling AddictionA,Gambling AddictionB,Tension HeadacheA,Tension HeadacheB,Work ExhaustionA,Work ExhaustionB,HIVAIDSA,HIVAIDSB,InfertilityA,InfertilityB,ADHDA,ADHDB,Prostate CancerA,Prostate CancerB,PneumoniaA,PneumoniaB,InsomniaA,InsomniaB,ObesityA,ObesityB,Drug AddictionA,Drug AddictionB,Male MenopauseA,Male MenopauseB,AgeingA,AgeingB,TranssexualismA,TranssexualismB,Alcoholic Liver CirrhosisA,Alcoholic Liver CirrhosisB,SchizophreniaA,SchizophreniaB,Restless Legs SyndromeA,Restless Legs SyndromeA,Age Related Muscle LossA,Age Related Muscle LossB,Adult Onset DiabetesA,Adult Onset DiabetesB,SmokingA,SmokingB,AutismA,AutismB,Nighttime VoidingA,Nighttime VoidingB,BulimiaA,BulimiaB,Generalized Anxiety DisorderA,Generalized Anxiety DisorderB,SleepApneaA,SleepApneaB,WrinklesA,WrinklesB,Elevated CholesterolA,Elevated CholesterolB,BreastCancerA,BreastCancerB,FibromyalgiaA,FibromyalgiaB,Elevated Blood PressureA,Elevated Blood PressureB,Dental CariesA,Dental CariesB,LungCancerA,LungCancerB,Female MenopauseA,Female MenopauseB,MalnutritionA,MalnutritionB,Irritable Bowel SyndromeA,Irritable Bowel SyndromeB,HomosexualityA,HomosexualityB,Refractive ErrorA,Refractive ErrorB,Lactose IntoleranceA,Lactose IntoleranceB,Down SyndromeA,Down SyndromeB,Personality DisorderA,Personality DisorderA,Overactive BladderA,Overactive BladderB,DepressionA,DepressionB,Juvenile DiabetesA,Juvenile DiabetesB,MalariaA,MalariaB,Social Anxiety DisorderA,Social Anxiety DisorderB,Premature EjaculationA,Premature EjaculationB,Hip FractureA,Hip FractureB,Excluded_Included
1358,2,1,1,1,5,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,5,2,1,1,1,5,5,1,1,3,2,1,1,2,3,5,1,4,3,5,5,5,5,3,2,1,1,1,3,1,1,1,1,5,1,5,5,5,5,5,5,5,,5,,1,1,,,5,5,1,1,2,3,5,5,1,,4,3,5,5,5,5,3,3,1,2,5,5,1,2,1,2,4,4,5,1,5,5,5,5,5,5,1,1,5,5,1,3,3,3,5,5,3,1,1,1,5,5,1
1359,3,1,1,5,5,5,5,1,1,3,1,5,5,3,1,5,5,5,5,1,1,5,5,3,1,3,1,5,5,5,5,5,3,5,1,5,5,1,1,3,3,5,5,5,5,3,1,3,1,5,5,3,1,1,1,1,1,5,5,5,5,3,1,5,5,5,5,1,1,5,5,3,1,5,5,5,5,5,5,1,1,3,3,5,5,5,5,3,3,3,3,5,5,1,1,3,3,3,3,1,1,1,2,3,1,5,5,1,1,3,1,5,5,5,5,5,5,3,1,1,1,5,5,1
1363,1,1,1,5,3,2,1,1,1,1,1,2,1,2,1,4,3,4,3,3,2,4,3,2,1,2,1,5,3,1,1,2,1,3,2,3,1,2,2,3,1,5,4,5,4,3,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,1,3,2,4,3,1,1,3,3,3,1,4,3,3,2,3,3,1,1,2,1,5,4,3,2,3,2,1,1,5,2,2,1,2,1,3,1,1,1,3,1,4,2,4,3,2,1,3,2,2,1,3,3,5,3,2,1,1,1,1,1,1
1364,1,1,1,4,2,3,2,2,1,3,1,4,1,3,2,4,3,4,3,2,2,4,3,3,2,2,3,3,2,2,1,3,3,3,2,4,3,4,3,4,3,4,3,4,2,3,2,3,1,2,1,2,3,1,2,2,1,3,2,4,3,3,2,3,2,4,3,2,1,3,3,3,3,3,2,3,2,4,3,1,1,3,2,4,4,3,3,4,3,3,2,4,3,3,2,2,2,3,2,2,1,4,3,4,2,4,3,3,2,4,2,3,2,4,3,3,3,3,2,2,1,4,2,1
1365,1,1,1,5,5,4,3,1,1,1,2,5,5,3,4,5,5,5,5,1,1,1,5,3,3,2,4,5,5,5,3,4,2,4,5,5,4,1,5,4,4,5,5,5,5,4,4,3,3,5,5,3,3,1,3,1,1,4,2,5,5,4,4,3,3,5,5,1,1,5,5,1,3,5,5,3,4,5,5,1,1,3,3,5,5,5,5,4,4,1,4,5,5,3,5,3,3,5,5,1,1,2,2,2,1,3,5,5,5,3,3,5,5,5,5,5,3,5,4,4,3,1,4,1
1367,2,1,1,5,5,5,5,4,3,3,3,4,4,2,4,5,5,4,4,1,2,5,5,5,5,3,3,5,5,4,2,5,5,5,5,5,5,2,2,5,5,5,5,5,5,4,4,2,2,3,3,1,1,1,5,1,4,5,3,5,5,4,4,4,4,5,5,1,1,2,5,3,3,5,5,5,5,5,4,1,1,4,1,5,5,5,5,4,1,2,4,5,5,1,1,4,5,5,5,1,1,3,3,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1
1369,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,1,5,5,1,1,1,1,4,4,1,1,2,2,4,4,3,1,1,1,4,3,4,4,5,5,2,2,1,1,1,1,1,1,1,1,1,1,4,3,4,4,1,1,5,5,5,5,1,1,5,5,1,1,4,4,4,2,5,5,1,1,5,5,5,5,5,5,5,5,3,3,5,5,1,1,1,1,4,4,1,1,5,5,5,3,1,3,2,2,5,5,4,4,5,5,5,5,1,1,1,1,5,5,1
1370,1,1,1,5,5,3,3,2,1,3,1,1,1,3,,4,3,4,2,1,1,5,5,3,1,1,1,4,3,1,1,4,3,4,4,3,3,3,3,3,3,5,5,5,5,3,3,2,2,1,1,1,1,1,2,1,1,2,2,5,5,3,3,2,2,2,2,1,1,5,5,1,1,3,3,3,3,5,5,1,1,3,3,5,5,3,3,4,4,4,4,5,5,3,3,3,3,4,4,1,1,4,4,4,4,3,3,3,3,3,3,3,3,5,5,5,5,2,2,3,3,5,5,1
1372,3,1,1,5,5,5,5,1,1,1,1,1,1,2,2,5,5,3,3,1,1,5,5,1,1,1,1,5,5,1,1,3,1,5,5,4,1,1,1,5,1,5,5,5,5,4,2,1,1,1,1,1,1,1,1,2,1,5,1,5,5,1,1,5,5,5,5,1,1,5,5,1,1,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,5,5,1,1,1,1,3,1,1,1,5,1,5,1,5,5,1,1,1,1,5,5,5,5,5,5,2,1,1,1,5,5,1
1373,3,1,1,1,5,2,2,1,1,3,3,5,2,1,2,5,5,5,5,1,1,5,5,1,1,1,1,5,5,5,1,4,4,1,4,5,5,1,1,5,5,5,5,4,4,2,4,4,4,4,4,1,1,1,1,1,1,4,4,5,5,2,3,4,4,5,5,1,1,5,5,5,5,5,5,3,3,5,5,1,1,3,3,5,5,5,5,2,5,2,5,5,5,1,1,1,1,4,5,1,1,3,3,4,4,5,5,5,5,4,4,5,5,5,5,4,4,1,1,1,1,1,5,1
1375,2,1,1,5,5,5,5,4,1,4,3,5,4,5,5,5,5,4,3,3,2,5,5,5,3,3,3,5,5,5,3,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,5,4,4,3,1,1,3,3,5,5,5,5,4,4,5,5,5,5,1,1,5,5,4,3,4,4,5,5,5,4,3,1,4,3,5,5,5,5,4,4,5,2,5,5,5,3,4,3,5,5,1,1,5,3,5,4,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,3,5,5,1
1379,1,1,1,5,5,3,3,1,1,1,1,3,3,2,2,3,3,2,2,2,3,4,4,2,1,2,3,4,3,1,1,3,1,3,3,4,2,1,1,4,3,5,5,5,5,2,1,2,1,1,1,1,1,1,1,3,1,3,1,5,4,1,1,4,3,3,3,1,1,5,4,1,1,1,1,3,3,3,3,1,1,5,5,5,5,4,4,4,4,1,3,5,5,1,1,4,3,3,3,3,1,3,3,1,1,5,4,3,3,3,3,3,3,5,4,5,5,3,3,1,1,4,5,1
1380,1,1,1,4,5,5,5,3,2,4,5,5,5,5,5,5,5,5,5,2,2,4,5,3,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,3,3,3,1,5,2,2,5,5,5,5,3,3,4,4,5,5,1,2,5,5,4,4,5,5,5,5,5,5,1,1,2,4,5,4,5,5,2,4,2,5,5,5,3,4,3,5,5,5,1,,2,4,3,,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,5,1
1384,1,1,1,3,3,3,3,1,1,1,1,4,2,2,2,4,4,3,3,1,1,1,4,2,2,1,1,4,4,4,2,3,3,4,4,3,4,1,3,3,3,3,3,4,3,2,2,2,1,3,3,2,2,1,2,1,1,2,2,3,3,2,3,3,3,3,3,1,1,3,3,2,2,4,3,3,3,3,3,1,1,2,2,3,3,2,2,2,3,1,1,3,3,3,3,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,1,3,1
1385,1,1,1,5,5,5,5,1,1,3,2,5,5,4,4,5,5,5,5,1,1,5,5,3,2,5,5,3,3,5,5,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4,4,3,3,5,5,4,4,1,1,1,1,5,5,5,5,3,3,5,5,5,5,1,1,3,3,1,1,5,5,5,5,2,1,1,1,1,1,5,5,5,5,3,3,1,1,5,5,3,3,5,5,5,5,1,1,3,1,3,1,2,5,5,5,3,2,5,5,5,5,5,5,4,3,1,1,5,5,1
1386,1,1,1,2,4,2,2,2,3,1,2,3,4,4,4,3,3,4,4,1,4,1,5,3,2,1,1,3,3,3,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,3,2,2,1,1,1,1,3,4,5,5,4,4,3,3,3,3,1,1,5,5,1,2,4,4,3,4,3,4,1,1,2,2,5,5,4,5,4,4,1,4,4,5,2,2,5,5,3,3,3,1,4,3,4,4,5,5,5,5,5,5,4,4,4,4,5,5,3,4,3,3,5,5,1
1387,1,1,1,5,3,1,1,1,1,2,1,2,3,1,3,2,2,2,3,1,4,1,4,2,2,1,2,5,4,1,1,2,3,3,3,5,4,2,3,2,3,5,4,5,5,2,3,2,2,1,4,1,2,1,3,1,1,5,3,5,5,1,1,4,4,5,5,1,1,1,5,1,2,1,2,1,2,1,3,1,1,2,2,5,5,3,3,4,4,3,4,5,5,2,2,1,4,5,5,1,1,1,4,3,4,1,5,1,4,3,3,4,4,5,5,5,4,1,2,1,1,1,5,1
1390,1,1,1,3,5,3,3,1,1,4,2,5,4,3,3,4,4,4,3,1,1,1,3,4,1,3,3,5,4,3,1,4,4,5,4,5,5,4,2,4,4,5,5,5,5,4,4,4,4,5,4,3,3,1,4,5,1,4,4,4,4,2,3,3,4,5,5,2,1,5,4,3,4,5,5,5,5,5,5,1,2,4,2,5,5,4,4,4,4,1,2,5,5,3,3,2,2,3,3,5,1,1,1,4,1,3,3,4,4,3,2,4,5,5,5,5,5,4,3,1,1,5,5,1
1391,1,1,1,5,5,4,3,4,3,2,2,3,2,2,1,2,2,4,3,1,1,5,4,4,2,3,2,5,4,1,1,3,4,3,2,5,5,3,4,5,5,5,5,4,4,2,3,4,4,1,3,2,4,2,2,1,2,2,2,5,5,4,3,3,3,5,5,1,1,5,5,1,2,2,2,2,3,4,5,1,1,4,4,5,5,5,5,5,5,4,3,5,5,4,2,2,2,4,3,2,3,2,4,4,4,5,5,5,5,3,1,4,2,5,5,5,5,4,2,2,2,5,5,1
1396,1,1,1,5,5,3,3,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,3,1,1,1,5,5,1,1,1,1,1,5,5,4,5,1,5,5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,3,5,5,5,1,1,5,5,5,5,5,5,2,2,3,5,1,1,2,3,5,5,5,5,5,5,1,3,5,5,1,1,1,5,2,2,1,1,1,4,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,5,2,1,3,5,1
1400,2,1,1,1,2,4,1,3,1,2,1,5,1,2,2,5,2,5,4,1,1,2,4,1,1,3,1,2,4,5,1,2,1,4,4,4,3,1,1,4,2,4,3,5,2,2,1,1,3,2,1,1,1,1,4,1,1,3,2,4,2,2,1,3,4,4,1,1,1,5,3,1,1,5,5,3,3,2,1,1,1,3,1,5,4,3,2,2,1,1,5,5,4,1,1,3,3,2,1,1,1,2,1,1,1,5,2,3,2,1,1,4,3,2,1,5,4,1,3,1,1,1,1,1
1401,1,1,1,4,5,3,1,1,1,3,3,1,1,3,3,1,1,1,1,1,1,4,5,2,4,1,1,5,5,1,1,4,4,2,3,5,5,,,,,5,5,5,5,,,1,1,1,,2,4,1,,1,1,1,4,2,4,1,1,4,4,,,1,4,1,5,2,4,2,2,2,2,3,3,1,1,4,4,5,5,4,5,4,5,1,4,5,5,4,5,1,5,4,5,1,1,5,5,2,2,4,5,4,5,5,5,2,4,4,5,5,5,2,1,2,1,1,5,1
1402,1,1,1,5,5,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,4,1,1,1,1,5,5,5,5,2,1,3,3,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,5,5,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,5,5,3,3,2,1,1,1,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,4,5,5,1,1,1,1,2,4,1
1407,1,1,1,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,5,4,4,5,5,4,4,3,3,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,1,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,5,5,2,2,4,4,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,5,1,1,5,5,5,5,1,1,4,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,1
1408,1,1,1,5,4,3,3,2,2,2,2,1,1,3,3,2,2,3,2,1,1,5,4,2,2,2,1,4,3,3,1,2,1,1,2,4,3,2,2,4,4,5,5,5,5,3,2,1,1,1,1,4,2,1,1,1,1,1,1,4,3,1,1,2,3,2,2,1,1,3,3,1,1,1,1,3,3,2,1,1,1,2,2,5,5,3,3,2,2,3,4,1,1,1,1,1,3,3,3,1,1,5,4,3,3,4,4,3,3,3,3,2,3,4,5,5,4,1,2,1,2,4,4,1
1410,1,1,1,5,5,5,5,2,2,3,3,5,4,5,5,4,4,5,5,2,2,5,5,5,5,3,3,5,5,4,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,3,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,5,4,3,3,5,5,4,4,5,4,4,4,5,5,1,1,4,4,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,1,1,5,4,5,4,5,5,4,4,4,4,5,5,5,5,5,5,4,4,3,3,5,5,1
1415,1,1,1,5,4,5,5,1,1,3,1,2,1,1,1,5,3,1,1,1,1,5,5,3,1,4,1,5,5,1,1,3,1,1,1,5,1,5,1,5,3,5,5,5,1,3,1,3,1,3,1,1,1,1,1,1,1,5,1,5,5,3,1,3,3,5,5,1,1,5,5,1,4,3,1,3,3,4,4,1,1,3,1,5,5,5,5,5,5,1,1,5,5,1,1,1,1,5,3,1,1,1,1,5,1,3,1,5,5,3,1,3,1,5,5,5,1,3,1,1,1,1,1,1
1416,1,1,1,5,5,,,1,1,2,1,2,1,1,1,2,1,2,2,1,1,5,5,4,4,3,3,4,5,1,1,3,3,3,3,5,5,,,2,3,5,5,5,5,3,3,2,1,1,1,2,2,1,5,1,1,3,3,2,2,3,2,4,4,5,5,1,1,3,3,3,3,1,2,1,1,5,5,1,1,3,3,5,5,4,4,4,5,1,3,5,5,3,3,1,1,5,4,1,1,3,4,3,3,1,1,2,2,3,4,1,1,5,5,5,5,1,1,3,3,4,5,1
1417,1,1,1,,5,2,,2,,2,,2,,2,,,5,2,,2,,,5,,5,2,,,5,2,,,5,,5,,5,,5,,5,,5,,5,,5,2,,2,,,5,,5,2,,2,,,5,2,,,5,,5,2,,,5,,5,,5,,5,,5,2,,,5,,5,,5,,5,,5,,5,,5,,5,,5,2,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,0
1418,1,1,1,4,4,3,4,3,3,3,4,3,3,3,4,3,4,2,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,1
1419,2,1,1,5,5,4,3,,3,3,3,5,3,4,3,4,3,4,3,3,3,5,4,4,3,2,2,5,4,3,2,4,4,4,4,5,5,4,4,3,3,5,5,5,5,4,3,4,2,4,4,4,4,2,3,3,3,,,5,5,4,3,4,4,4,3,2,2,4,4,3,3,3,3,4,4,4,4,3,3,2,2,5,5,5,5,3,3,3,3,4,4,4,4,3,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,1
1420,2,1,1,5,5,3,3,1,1,1,1,1,1,3,3,5,5,3,3,1,1,5,5,4,3,3,3,5,5,1,1,4,4,3,3,5,3,3,3,3,3,5,4,5,4,3,3,2,2,1,1,3,3,1,1,1,1,5,3,4,4,3,3,4,3,2,2,1,1,5,3,4,3,3,3,3,3,3,3,1,1,3,3,4,3,3,3,4,4,3,3,5,3,2,1,1,1,3,3,1,1,4,3,3,3,5,3,4,3,4,3,2,2,4,4,5,2,3,3,3,3,5,3,1
1423,1,1,1,5,5,3,3,5,1,3,3,2,4,3,3,5,5,5,5,4,4,5,5,4,4,5,5,5,5,2,2,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,2,2,3,3,4,4,1,1,3,3,5,5,5,5,3,3,5,5,5,5,1,1,5,5,5,5,3,3,4,4,4,4,1,1,4,4,5,5,4,4,4,4,4,4,5,5,3,2,5,5,4,4,1,1,2,2,2,2,5,5,4,4,5,5,5,5,5,5,5,5,4,4,2,2,5,5,1
1424,1,1,1,5,5,5,5,3,3,3,3,4,4,3,3,5,5,5,5,1,3,5,5,3,4,3,3,5,5,4,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,3,4,4,4,4,3,3,1,3,1,1,5,5,5,5,5,3,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,5,5,1,1,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1
1425,2,1,1,5,5,,,3,3,3,3,1,1,,,,,1,1,1,1,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,5,5,3,3,5,5,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,4,5,5,2,2,4,4,3,3,5,5,,,1,1,2,2,1,1,1,1,2,2,2,2,4,4,3,3,4,4,1,1,5,5,4,4,3,3,5,5,1
1428,1,1,1,5,5,2,3,1,1,1,1,5,3,1,1,4,4,4,5,1,2,5,5,3,1,2,2,4,4,4,4,5,3,5,4,5,5,2,1,4,4,5,5,5,5,2,2,4,1,4,3,1,1,1,1,1,3,5,2,5,5,4,3,4,3,5,4,1,1,5,5,3,3,5,4,4,2,4,4,1,1,5,1,5,5,4,3,5,3,2,2,5,5,3,3,1,2,5,3,1,1,5,5,1,1,4,4,4,4,4,4,5,4,5,5,5,5,5,3,1,2,5,5,1
1429,1,1,1,5,5,2,2,1,1,4,2,2,1,4,4,3,2,1,1,1,1,5,5,4,3,1,1,5,5,1,1,1,2,1,1,2,1,3,3,3,2,5,5,5,4,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,5,5,1,1,1,1,1,1,4,4,1,1,1,1,5,5,4,4,3,2,1,3,5,5,1,1,1,1,4,4,1,1,4,4,1,1,4,4,1,1,3,3,1,1,1,1,3,3,1,1,1,1,5,5,1
1432,2,1,1,5,5,5,5,3,3,5,5,4,4,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,1
1434,2,1,1,4,5,3,3,2,2,3,3,4,3,3,3,3,3,4,5,2,3,3,4,4,4,3,3,4,4,3,3,3,3,4,4,5,5,4,5,4,4,5,5,5,5,3,4,4,4,4,3,4,4,1,2,1,3,5,3,5,4,4,4,4,3,5,4,1,2,4,4,4,4,4,4,4,4,5,5,1,1,4,5,5,5,4,4,5,4,3,5,5,5,4,4,4,4,4,4,1,2,3,3,3,3,4,4,3,3,4,4,4,4,5,5,5,5,3,3,3,3,5,5,1
1435,2,1,1,4,4,3,3,3,3,4,4,1,1,,,4,4,3,3,3,3,4,4,3,3,2,2,4,4,1,1,3,3,3,3,2,2,3,3,3,3,4,5,4,4,3,3,1,1,1,1,2,2,1,1,1,1,1,1,4,4,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,1,2,3,3,4,4,3,3,4,3,3,4,4,4,,,2,3,2,2,3,3,3,3,3,3,2,2,3,3,4,4,2,3,3,3,2,2,3,3,3,2,1,4,1
1436,1,1,1,3,5,3,5,1,1,2,3,4,4,2,4,5,5,5,5,2,3,1,4,2,4,4,4,5,5,4,5,2,3,4,5,5,5,4,3,3,4,5,5,5,5,4,4,2,1,3,5,2,4,1,1,1,1,4,4,5,5,3,3,4,4,5,4,2,5,3,3,1,1,4,4,4,5,4,4,1,1,2,1,5,5,4,3,4,3,1,2,5,5,2,2,3,3,3,3,1,1,1,2,2,1,1,4,4,5,2,2,5,5,4,5,4,5,5,5,2,2,1,5,1
1437,2,1,1,5,5,4,5,5,2,5,1,5,1,3,2,5,5,5,3,1,1,5,5,4,5,2,2,5,5,5,2,5,5,5,5,,,4,4,5,5,5,5,5,5,5,5,4,5,2,1,4,4,1,4,1,1,5,3,5,5,5,5,5,5,5,5,1,1,5,5,3,4,5,5,4,4,5,5,2,1,4,3,5,5,5,5,4,5,1,1,5,5,2,2,1,1,5,5,1,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,5,2,5,5,1,4,1
1439,2,1,1,5,5,3,3,2,2,2,1,2,1,3,3,5,5,5,4,1,4,5,3,3,5,3,1,3,3,2,1,1,3,1,4,5,,3,,2,,5,5,5,3,2,1,1,1,4,4,3,1,1,1,1,1,5,4,5,5,3,1,5,5,5,4,1,1,5,5,2,1,4,2,3,3,5,4,1,1,3,2,5,5,5,4,5,1,4,4,5,5,2,1,3,1,5,3,1,1,5,2,5,3,5,5,3,3,4,2,3,3,5,2,5,5,3,2,2,1,5,4,1
1440,1,1,1,5,5,4,4,1,1,3,1,2,2,3,3,4,4,3,4,3,4,4,4,2,2,2,3,4,4,1,1,4,4,4,4,5,3,3,3,4,4,5,5,5,5,3,3,3,3,3,3,2,2,3,5,1,1,2,1,5,5,4,3,3,3,4,4,1,1,5,5,3,3,2,2,3,3,3,3,1,1,4,4,5,5,5,5,5,5,3,4,5,5,2,2,4,4,3,4,1,1,2,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,3,3,3,3,4,5,1
1442,2,1,1,5,5,4,3,2,1,3,2,1,1,2,1,1,1,1,1,2,1,5,,3,2,2,,5,5,1,1,2,1,2,2,4,3,,,2,2,,,5,4,2,1,2,1,1,1,2,1,,,1,1,1,1,2,2,3,2,4,2,5,5,1,1,1,1,3,3,2,1,1,1,3,2,2,1,4,3,5,5,2,1,3,3,2,2,5,5,2,2,1,1,3,3,1,1,5,5,4,4,4,3,2,1,4,4,3,2,5,5,3,3,1,1,3,1,5,4,1
1443,1,1,1,2,4,3,3,2,2,2,4,4,4,3,3,4,4,4,4,1,4,4,4,2,4,3,3,4,4,2,2,3,3,4,4,,,1,4,1,4,4,4,5,5,2,4,1,3,1,2,1,1,1,1,1,1,5,2,5,4,4,2,1,2,4,4,1,3,1,4,3,3,4,4,4,4,4,3,,,4,2,5,5,3,3,4,4,4,4,4,4,1,2,3,3,3,3,1,2,4,4,2,2,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,5,5,1
1448,1,1,1,5,5,3,3,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,3,3,3,3,4,4,3,3,4,4,4,4,5,5,4,4,2,2,5,5,5,5,3,3,2,2,2,2,3,3,1,1,1,1,1,1,5,5,4,4,3,3,4,4,1,1,4,4,3,3,4,4,3,3,3,3,1,1,2,2,5,5,4,4,4,4,1,1,5,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,3,3,2,2,5,5,5,5,3,3,3,3,5,5,1
1450,1,1,1,5,5,3,1,1,1,1,1,2,1,1,1,3,2,1,1,3,1,5,4,3,2,1,1,4,3,1,1,4,3,3,1,5,1,5,3,4,2,5,5,5,5,3,1,1,1,2,3,4,1,1,1,1,1,2,1,3,4,4,4,2,3,3,3,1,1,2,3,3,2,1,1,1,1,1,1,1,1,4,5,5,5,5,5,4,4,1,5,5,5,3,3,1,1,5,5,2,1,4,3,5,5,5,5,3,1,3,4,5,5,4,5,5,5,5,1,4,1,5,5,1
1451,1,1,1,5,5,3,3,1,1,4,3,1,1,3,3,3,3,5,5,5,5,5,5,4,3,2,2,5,5,2,2,4,4,4,4,5,3,5,3,5,4,5,5,5,5,1,1,1,1,1,1,3,3,2,4,1,1,1,1,5,4,4,4,3,3,4,4,1,1,5,5,3,4,4,4,2,2,4,4,1,1,2,2,5,5,5,5,4,4,3,3,5,2,2,2,5,5,5,5,1,1,2,2,4,4,5,5,4,4,4,4,4,4,5,5,5,5,3,3,2,2,5,5,1
1452,2,1,1,3,4,4,3,2,2,3,4,2,2,3,3,4,4,5,5,1,4,4,4,4,4,2,3,4,3,3,3,2,4,3,4,4,4,4,5,4,4,5,5,5,5,4,4,2,2,2,3,3,3,1,3,1,3,1,2,5,5,2,3,2,3,2,3,1,1,4,4,2,4,4,4,4,4,3,5,1,1,3,3,5,5,2,3,2,4,2,4,3,5,1,4,2,4,2,4,1,3,3,3,3,3,2,3,3,4,2,4,5,5,5,5,4,5,4,4,2,4,3,5,1
1455,2,1,1,5,5,2,2,1,1,1,1,3,3,1,1,1,1,1,1,3,3,2,2,1,1,1,1,3,3,1,1,2,2,3,3,1,1,1,1,2,2,5,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,2,2,5,5,1,1,4,4,3,3,1,1,5,5,3,3,1,1,1,1,3,3,1,1,2,2,5,5,3,3,5,5,3,3,5,5,1,1,1,1,2,2,1,1,3,3,3,3,5,5,1,1,3,3,2,2,5,5,2,2,1,1,1,1,5,5,1
